13,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,4
8,1,0,1,0,1,0,0,0,0,1,1,0,6,0,1,0,6
8,1,0,1,0,1,0,0,0,0,1,0,0,6,0,0,0,6
20,0,1,1,0,0,0,1,0,1,1,0,0,2,1,0,0,2
8,0,0,1,0,1,0,1,0,0,1,0,0,6,0,0,0,6
20,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2
41,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
41,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
10,0,0,1,0,0,1,1,0,0,0,0,0,6,0,0,0,7
41,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
41,1,0,0,1,0,1,1,1,1,1,0,0,4,1,0,1,1
41,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,0,1
41,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
8,1,0,1,0,1,0,0,0,0,1,0,0,6,0,0,0,6
4,0,0,1,0,0,1,1,1,1,1,0,0,4,1,0,0,5
10,0,0,1,0,0,1,1,0,0,0,0,0,8,0,0,1,7
41,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,0,1
41,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1
20,0,1,1,0,0,0,0,0,1,1,0,0,2,1,0,1,2
20,0,1,1,0,1,0,0,0,1,1,0,0,2,1,1,0,2
20,0,1,1,0,0,1,1,0,1,1,0,0,2,1,0,1,2
20,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2
13,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,4
13,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,4
5,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,3
41,1,0,1,1,0,1,1,0,1,1,0,0,4,1,0,1,1
41,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
41,1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,1
41,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1
41,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
41,1,0,0,1,0,0,1,1,1,1,0,0,4,1,1,1,1
41,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
41,1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,1
20,0,1,1,0,0,0,1,0,1,1,0,0,2,1,0,1,2
10,0,0,0,0,0,0,1,0,0,1,1,0,8,1,0,0,7
13,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,4
41,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1
41,1,0,0,1,0,1,1,1,1,1,0,1,2,1,0,1,1
5,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,3
10,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,7
20,0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0,2
20,0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0,2
5,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,3
10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7
13,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,4
20,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2
41,1,0,0,1,0,0,0,1,1,1,0,0,2,1,0,0,1
10,0,0,1,0,0,1,1,0,0,0,0,0,5,0,0,0,7
13,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,4
20,0,1,1,0,1,1,0,0,1,1,0,0,2,1,0,1,2
8,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,6
4,0,0,1,0,0,1,0,1,1,1,0,0,4,0,0,0,5
5,0,0,1,0,0,0,0,0,1,1,0,0,4,1,0,1,3
5,0,0,1,0,0,0,1,1,1,1,0,0,4,1,0,0,3
13,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,4
41,1,0,0,1,1,0,0,1,1,1,0,0,2,1,0,0,1
41,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,0,1
20,0,1,1,0,1,0,1,0,1,1,0,0,2,1,0,1,2
41,1,0,0,1,0,0,0,1,1,1,0,0,2,1,0,1,1
8,1,0,1,0,1,0,0,0,0,1,1,0,6,0,0,0,6
41,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7
20,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2

